"","id","host_id","host_since","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","is_location_exact","room_type","accommodates","bathrooms","bedrooms","beds","square_feet","price","cleaning_fee","minimum_nights","number_of_reviews","number_of_reviews_ltm","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","Pre_20_reviews","Post_20_reviews","ForRent"
"7109",23958542,180154611,2018-03-23,100,100,"f",3,3,"f","Brooklyn",40.63806,-73.90024,"t","Private room",2,1,1,1,NA,49,55,2,21,5,95,10,9,10,10,10,10,"strict_14_with_grace_period",0.87,0,0,"t"
"7110",23965055,79298323,2016-06-22,100,100,"t",1,1,"f","Queens",40.73273,-73.89357,"t","Private room",2,1,1,1,NA,38,100,3,16,1,98,10,10,10,10,9,10,"strict_14_with_grace_period",0.62,0,0,"t"
"7111",23965460,157141199,2017-11-02,NA,100,"f",2,2,"f","Manhattan",40.86058,-73.9274,"t","Private room",2,1,1,1,NA,100,100,5,6,1,83,8,9,8,8,8,8,"strict_14_with_grace_period",0.26,0,0,"t"
"7112",23980622,180380802,2018-03-24,NA,39,"f",18,18,"f","Manhattan",40.81312,-73.95364,"t","Private room",3,1,0,3,NA,65,30,1,12,1,90,9,9,9,9,9,9,"flexible",0.45,0,0,"t"
"7113",23986569,180380802,2018-03-24,NA,39,"f",18,18,"f","Manhattan",40.81205,-73.95322,"t","Private room",3,1,0,0,NA,70,30,1,7,3,77,7,8,7,8,9,7,"flexible",0.27,0,0,"t"
"7114",24000797,19202612,2014-07-30,60,96,"f",2,2,"f","Brooklyn",40.6302,-73.8997,"t","Entire home/apt",8,1.5,3,4,NA,119,95,3,23,10,93,9,9,9,9,9,9,"moderate",0.87,1,0,"t"
"7115",24012771,14743478,2014-04-26,80,74,"t",2,2,"t","Manhattan",40.76678,-73.98627,"t","Entire home/apt",5,1,1,2,NA,150,150,2,14,3,91,10,9,10,10,10,9,"strict_14_with_grace_period",0.52,0,0,"t"
"7116",24016962,180744564,2018-03-26,100,53,"f",1,1,"f","Brooklyn",40.58019,-73.95403,"t","Entire home/apt",4,1,2,2,NA,100,40,1,47,16,84,8,9,9,9,9,8,"strict_14_with_grace_period",1.79,0,0,"t"
"7117",24019172,9263105,2013-10-06,100,88,"t",1,1,"f","Staten Island",40.64393,-74.09312,"f","Private room",1,1,1,1,NA,50,0,21,1,1,100,10,10,10,10,10,10,"moderate",0.09,0,0,"t"
"7118",24024322,111978355,2017-01-17,25,100,"f",1,1,"t","Queens",40.73421,-73.87387,"t","Entire home/apt",7,1,2,3,NA,230,75,2,33,4,88,9,8,9,9,9,9,"strict_14_with_grace_period",1.55,0,0,"t"
"7119",24024456,111978355,2017-01-17,25,100,"f",1,1,"t","Queens",40.73276,-73.87252,"t","Entire home/apt",4,1,1,3,NA,188,75,2,37,2,91,9,9,10,10,10,9,"strict_14_with_grace_period",1.38,0,0,"t"
"7120",24024721,175019394,2018-02-24,100,97,"f",6,6,"f","Queens",40.67162,-73.77911,"t","Private room",2,1,1,1,NA,55,10,1,175,41,94,9,10,9,9,10,9,"flexible",6.53,2,0,"t"
"7121",24039582,14795719,2014-04-27,50,96,"f",1,1,"f","Brooklyn",40.68491,-73.93399,"t","Private room",4,1,1,1,NA,45,0,6,44,15,88,9,8,10,9,9,9,"flexible",1.71,4,0,"t"
"7122",24041631,23831257,2014-11-16,NA,100,"t",2,2,"t","Brooklyn",40.6807,-73.92917,"t","Private room",1,1,1,1,NA,50,50,7,10,4,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.41,2,0,"t"
"7123",24041916,179382251,2018-03-19,100,93,"f",1,1,"f","Queens",40.77289,-73.91293,"t","Entire home/apt",2,1,1,2,NA,100,50,7,39,17,92,10,9,10,10,10,9,"moderate",1.68,3,0,"t"
"7124",24042332,56917612,2016-01-31,NA,69,"t",1,1,"f","Brooklyn",40.69781,-73.92093,"t","Private room",2,1,1,1,NA,69,20,1,38,23,98,10,10,10,10,10,10,"strict_14_with_grace_period",1.55,1,0,"t"
"7125",24059751,137129564,2017-06-26,95,100,"f",5,5,"f","Queens",40.75376,-73.81531,"t","Private room",1,2,1,0,NA,39,20,1,43,2,92,10,9,10,10,9,9,"strict_14_with_grace_period",1.6,1,0,"t"
"7126",24066510,21563231,2014-09-20,NA,67,"f",1,1,"f","Manhattan",40.82632,-73.94637,"t","Private room",2,1,1,1,NA,55,60,1,10,3,98,10,10,10,10,10,9,"moderate",0.38,3,0,"t"
"7127",24083125,163362268,2017-12-19,75,98,"f",16,16,"f","Manhattan",40.73539,-73.9854,"t","Private room",1,4,1,1,NA,69,0,30,2,0,90,10,10,10,9,10,8,"moderate",0.09,0,0,"t"
"7128",24086457,181372846,2018-03-29,100,96,"t",1,1,"f","Manhattan",40.71841,-73.99753,"t","Entire home/apt",10,2,3,4,NA,599,275,3,65,27,99,10,10,10,10,10,10,"strict_14_with_grace_period",2.51,5,0,"t"
"7129",24086562,178833771,2018-03-16,NA,85,"f",3,3,"f","Manhattan",40.82356,-73.9401,"t","Private room",3,1,2,2,NA,85,65,2,29,0,99,10,10,10,10,10,10,"strict_14_with_grace_period",1.11,0,0,"t"
"7130",24096826,18389214,2014-07-19,NA,33,"f",1,1,"f","Manhattan",40.87621,-73.90997,"t","Private room",4,2.5,4,4,NA,274,150,3,4,1,100,10,10,10,10,10,10,"moderate",0.17,1,0,"t"
"7131",24099108,179436298,2018-03-19,50,59,"f",4,4,"f","Brooklyn",40.66462,-73.95584,"t","Entire home/apt",5,1,2,2,NA,100,80,1,7,5,86,9,8,9,9,9,7,"strict_14_with_grace_period",0.54,1,0,"t"
"7132",24100492,22543458,2014-10-14,84,92,"f",4,4,"f","Manhattan",40.74581,-73.9784,"t","Entire home/apt",10,1,3,3,NA,412,175,1,75,25,94,10,9,10,9,10,10,"moderate",2.81,0,0,"t"
"7133",24103428,179351232,2018-03-19,NA,100,"f",1,1,"f","Brooklyn",40.68314,-73.92784,"t","Entire home/apt",4,1,2,2,NA,120,100,2,7,1,86,9,9,10,9,9,9,"strict_14_with_grace_period",0.27,0,0,"t"
"7134",24104871,178473107,2018-03-14,NA,100,"f",6,6,"f","Manhattan",40.83163,-73.94615,"t","Private room",2,2,1,1,NA,55,10,1,16,0,95,10,10,10,10,10,10,"strict_14_with_grace_period",0.66,0,0,"t"
"7135",24105640,178473107,2018-03-14,NA,100,"f",6,6,"f","Manhattan",40.8301,-73.94757,"t","Private room",2,2,1,1,NA,71,10,1,27,6,94,10,9,10,10,9,9,"strict_14_with_grace_period",1.18,1,0,"t"
"7136",24116050,14573346,2014-04-22,NA,100,"f",1,1,"t","Brooklyn",40.70575,-73.92075,"t","Private room",1,1,1,0,NA,48,25,4,1,0,100,10,10,10,10,10,10,"moderate",0.07,0,0,"t"
"7137",24119328,8612450,2013-09-03,NA,50,"f",1,1,"t","Brooklyn",40.61379,-73.96826,"f","Private room",1,1,1,1,NA,50,65,3,4,0,100,10,9,10,10,9,10,"strict_14_with_grace_period",0.15,0,0,"t"
"7138",24119876,181679481,2018-03-31,100,84,"t",1,1,"f","Queens",40.59855,-73.79418,"t","Entire home/apt",7,1,3,5,NA,190,150,3,31,11,98,10,10,10,10,9,10,"strict_14_with_grace_period",1.22,1,0,"t"
"7139",24121885,81013659,2016-06-30,100,100,"f",2,2,"t","Manhattan",40.7676,-73.95488,"t","Private room",2,1,1,1,NA,50,20,4,86,25,91,10,8,10,10,10,9,"flexible",3.25,3,0,"t"
"7140",24122725,181711840,2018-03-31,100,100,"f",2,2,"f","Bronx",40.86286,-73.9024,"t","Private room",1,1,1,1,NA,35,30,2,31,7,88,9,9,9,9,8,9,"strict_14_with_grace_period",1.16,1,0,"t"
"7141",24133244,117510818,2017-02-21,100,78,"f",10,10,"f","Manhattan",40.76657,-73.98514,"t","Entire home/apt",2,1,1,1,NA,275,95,3,39,13,97,10,9,10,10,10,9,"strict_14_with_grace_period",1.49,0,0,"t"
"7142",24135740,177353847,2018-03-08,100,100,"t",4,4,"f","Manhattan",40.72564,-73.99044,"t","Entire home/apt",8,2,4,6,NA,650,400,4,23,14,97,10,10,10,10,10,9,"super_strict_60",0.89,4,0,"t"
"7143",24136557,177353847,2018-03-08,100,100,"t",4,4,"f","Manhattan",40.72564,-73.99044,"t","Entire home/apt",5,1,2,3,NA,500,250,4,11,5,98,10,10,10,10,9,9,"super_strict_60",0.42,1,0,"t"
"7144",24136740,177353847,2018-03-08,100,100,"t",4,4,"f","Manhattan",40.72564,-73.99044,"t","Entire home/apt",7,2,3,5,NA,750,400,4,28,9,99,10,10,10,10,10,10,"super_strict_60",1.07,3,0,"t"
"7145",24158806,142426920,2017-07-25,NA,87,"f",1,1,"f","Brooklyn",40.68215,-73.97002,"t","Private room",2,1,1,2,NA,225,100,2,14,6,95,9,9,10,10,10,9,"strict_14_with_grace_period",0.55,0,0,"t"
"7146",24160395,178145214,2018-03-12,71,88,"f",1,1,"f","Brooklyn",40.71189,-73.95355,"t","Entire home/apt",7,1,2,3,NA,200,125,2,45,2,91,9,9,10,9,9,9,"strict_14_with_grace_period",1.69,1,0,"t"
"7147",24162064,182092241,2018-04-02,100,100,"f",1,1,"f","Manhattan",40.75359,-73.97028,"t","Entire home/apt",4,1,0,2,NA,160,40,3,77,32,94,10,9,10,10,10,9,"strict_14_with_grace_period",3.01,11,0,"t"
"7148",24162261,83377687,2016-07-12,100,100,"t",2,2,"f","Queens",40.75436,-73.85696,"t","Entire home/apt",2,1,1,1,NA,135,0,2,71,27,97,10,10,10,10,10,10,"moderate",2.71,2,0,"t"
"7149",24162681,128217748,2017-04-30,100,100,"f",4,4,"f","Brooklyn",40.68373,-73.9456,"t","Private room",1,1,1,1,NA,50,NA,1,184,73,93,9,9,10,10,10,9,"flexible",7.01,9,0,"t"
"7150",24177410,112901574,2017-01-23,100,100,"t",6,6,"t","Brooklyn",40.68962,-73.93352,"t","Private room",3,1,0,1,NA,80,35,2,4,1,85,10,10,9,10,9,10,"strict_14_with_grace_period",0.19,0,0,"t"
"7151",24181763,182260692,2018-04-03,100,99,"t",2,2,"f","Brooklyn",40.68168,-73.87882,"t","Private room",4,1,2,3,NA,99,25,2,102,37,97,10,10,10,10,9,10,"strict_14_with_grace_period",3.95,5,0,"t"
"7152",24186601,20367358,2014-08-21,100,100,"f",1,1,"f","Manhattan",40.77456,-73.94602,"t","Entire home/apt",2,1,1,1,NA,145,90,28,4,2,85,9,10,10,10,10,9,"moderate",0.2,0,0,"t"
"7153",24188354,49704571,2015-11-23,100,92,"t",8,8,"f","Brooklyn",40.71972,-73.94462,"t","Entire home/apt",3,1,0,2,NA,85,100,30,7,2,100,10,9,10,10,10,9,"strict_14_with_grace_period",0.3,0,0,"t"
"7154",24199249,182411776,2018-04-04,NA,91,"f",2,2,"f","Manhattan",40.73045,-73.98067,"t","Private room",1,1,1,1,NA,115,NA,2,52,15,99,10,10,10,10,10,10,"strict_14_with_grace_period",2.02,2,0,"t"
"7155",24201852,4331646,2012-12-05,2,0,"f",2,2,"t","Manhattan",40.75422,-73.96574,"t","Entire home/apt",3,1,0,1,NA,100,100,3,1,0,NA,NA,NA,NA,NA,NA,NA,"strict_14_with_grace_period",0.04,0,0,"t"
"7156",24204582,50941579,2015-12-09,NA,0,"f",1,1,"f","Manhattan",40.82008,-73.95523,"t","Entire home/apt",4,1,0,2,NA,120,100,5,1,0,100,10,10,10,10,8,8,"moderate",0.05,0,0,"t"
"7157",24206202,182472967,2018-04-04,NA,50,"f",1,1,"f","Brooklyn",40.67063,-73.97826,"t","Entire home/apt",4,1.5,1,2,NA,140,NA,5,1,1,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.08,0,0,"t"
"7158",24210400,20486410,2014-08-24,0,100,"f",1,1,"t","Manhattan",40.75423,-73.99461,"t","Private room",2,1,1,1,NA,120,59,1,119,46,92,9,9,10,9,10,9,"strict_14_with_grace_period",4.51,10,0,"t"
"7159",24223602,182086879,2018-04-02,NA,33,"t",2,2,"t","Brooklyn",40.67999,-73.96462,"t","Entire home/apt",4,2,2,2,NA,300,125,7,22,7,100,10,10,10,10,10,9,"strict_14_with_grace_period",0.88,0,0,"t"
"7160",24226842,17477908,2014-06-30,100,100,"f",7,7,"t","Manhattan",40.79446,-73.96651,"t","Entire home/apt",2,1,0,1,NA,195,100,30,4,1,100,10,10,10,10,10,9,"strict_14_with_grace_period",0.16,0,0,"t"
"7161",24227739,43463232,2015-09-06,NA,NA,"f",2,2,"f","Brooklyn",40.69355,-73.91829,"t","Private room",2,1,1,1,NA,100,NA,7,7,0,90,10,9,9,9,9,9,"flexible",0.28,0,0,"t"
"7162",24232076,8591292,2013-09-02,NA,96,"t",1,1,"f","Manhattan",40.72201,-73.98856,"t","Entire home/apt",2,1,0,1,NA,275,50,3,32,14,97,10,10,10,10,10,9,"strict_14_with_grace_period",1.23,1,0,"t"
"7163",24232309,139946116,2017-07-11,NA,50,"f",1,1,"f","Queens",40.7613,-73.92864,"t","Private room",1,1,1,1,NA,60,NA,7,1,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.04,0,0,"t"
"7164",24232774,41869421,2015-08-18,NA,0,"f",1,1,"f","Brooklyn",40.68931,-73.95097,"t","Private room",2,1,1,1,NA,75,50,3,1,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.05,0,0,"t"
"7165",24244796,70091196,2016-05-03,NA,95,"t",1,1,"f","Manhattan",40.72402,-73.99452,"t","Entire home/apt",2,1,1,1,NA,199,100,2,79,30,97,10,9,10,10,10,10,"strict_14_with_grace_period",3.23,7,0,"t"
"7166",24246704,25237492,2014-12-26,100,99,"t",34,34,"t","Manhattan",40.84135,-73.94011,"t","Private room",2,1.5,1,1,NA,65,75,30,3,0,100,10,9,10,10,10,9,"strict_14_with_grace_period",0.13,0,0,"t"
"7167",24265776,10875931,2013-12-28,100,100,"t",1,1,"t","Brooklyn",40.64741,-73.97102,"t","Private room",2,1,1,1,NA,65,30,1,86,20,94,10,10,10,10,10,10,"strict_14_with_grace_period",3.33,2,0,"t"
"7168",24267383,13078961,2014-03-12,NA,NA,"f",1,1,"f","Brooklyn",40.69145,-73.94217,"t","Private room",1,2,1,1,NA,60,0,3,1,0,100,10,10,10,10,10,10,"moderate",0.04,0,0,"t"
"7169",24269090,125904700,2017-04-14,100,81,"f",4,4,"f","Brooklyn",40.70803,-73.95789,"t","Entire home/apt",6,1,3,3,NA,295,80,1,38,1,89,9,9,10,9,10,9,"flexible",1.48,1,0,"t"
"7170",24276835,26459329,2015-01-21,NA,97,"f",1,1,"t","Brooklyn",40.67564,-73.99945,"t","Private room",1,1,1,1,NA,80,11,3,40,13,95,10,9,10,10,10,10,"moderate",1.52,4,0,"t"
"7171",24282118,155935757,2017-10-23,100,99,"f",8,8,"t","Manhattan",40.70615,-74.00752,"t","Entire home/apt",2,1,1,1,NA,105,50,30,3,2,100,10,7,10,10,10,10,"strict_14_with_grace_period",0.17,0,0,"t"
"7172",24283298,105159,2010-04-07,NA,NA,"f",1,1,"f","Brooklyn",40.69094,-73.9576,"t","Entire home/apt",2,1,1,1,NA,150,150,30,7,1,100,10,10,10,10,9,10,"moderate",0.28,0,0,"t"
"7173",24285869,97825,2010-03-23,NA,69,"t",1,1,"t","Manhattan",40.71883,-73.98957,"t","Entire home/apt",2,1,1,1,NA,149,70,9,26,8,98,10,10,10,10,10,10,"moderate",1.01,2,0,"t"
"7174",24287863,165395917,2018-01-02,100,94,"t",1,1,"f","Manhattan",40.75512,-73.97155,"t","Private room",6,2,3,3,NA,350,100,2,89,30,98,10,10,10,9,10,10,"strict_14_with_grace_period",3.39,5,0,"t"
"7175",24289209,183211776,2018-04-08,100,95,"f",3,3,"f","Queens",40.76531,-73.91126,"t","Private room",1,1,1,1,NA,39,25,1,27,16,83,9,9,9,9,9,9,"strict_14_with_grace_period",1.06,2,0,"t"
"7176",24289510,54103333,2016-01-10,NA,NA,"f",1,1,"t","Manhattan",40.75974,-73.98924,"t","Entire home/apt",2,1,0,1,NA,300,50,4,2,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.08,0,0,"t"
"7177",24307110,43321,2009-10-04,0,33,"f",1,1,"f","Manhattan",40.71426,-73.99175,"t","Entire home/apt",2,1,1,1,NA,200,100,7,7,3,100,10,10,10,10,10,10,"flexible",0.28,0,0,"t"
"7178",24308589,101328784,2016-10-26,NA,43,"f",1,1,"f","Manhattan",40.78243,-73.97265,"t","Entire home/apt",3,1,1,2,NA,265,135,7,15,2,90,9,9,9,9,10,9,"strict_14_with_grace_period",0.61,0,0,"t"
"7179",24323953,34643568,2015-05-31,NA,78,"t",7,7,"f","Manhattan",40.79138,-73.9413,"t","Private room",2,1,1,1,NA,75,35,3,18,7,99,10,9,10,10,9,10,"strict_14_with_grace_period",0.72,0,0,"t"
"7180",24324891,19557813,2014-08-06,100,100,"f",1,1,"f","Brooklyn",40.68302,-73.92119,"t","Entire home/apt",5,1,2,2,NA,130,125,2,59,27,91,9,10,10,10,10,9,"strict_14_with_grace_period",2.33,6,0,"t"
"7181",24331124,26877931,2015-01-28,100,54,"f",2,2,"t","Brooklyn",40.69512,-73.95019,"t","Private room",2,1,1,1,NA,45,0,30,1,0,NA,NA,NA,NA,NA,NA,NA,"strict_14_with_grace_period",0.05,0,0,"t"
"7182",24331953,10459727,2013-12-05,NA,74,"t",1,1,"f","Manhattan",40.77962,-73.97748,"t","Private room",2,1,1,1,NA,125,20,3,6,6,97,10,10,10,9,10,9,"flexible",0.63,0,0,"t"
"7183",24334075,183599440,2018-04-10,NA,NA,"f",1,1,"t","Brooklyn",40.7193,-73.95863,"t","Private room",1,2,1,1,NA,65,25,4,1,0,100,10,6,10,10,10,10,"flexible",0.05,0,0,"t"
"7184",24334422,17577495,2014-07-03,NA,78,"f",3,3,"t","Manhattan",40.76169,-73.98839,"t","Private room",1,1,1,1,NA,120,30,3,17,1,97,10,9,10,10,10,10,"flexible",0.66,0,0,"t"
"7185",24335248,183610844,2018-04-10,100,88,"f",2,2,"f","Queens",40.72688,-73.79198,"t","Private room",2,1.5,1,2,NA,50,25,5,8,3,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.31,0,0,"t"
"7186",24336268,163362268,2017-12-19,75,98,"f",16,16,"f","Manhattan",40.73566,-73.98549,"t","Private room",1,4,1,1,NA,67,0,30,2,0,100,10,9,10,9,10,10,"moderate",0.08,0,0,"t"
"7187",24337254,183633639,2018-04-10,NA,100,"f",1,1,"f","Queens",40.69004,-73.83368,"t","Entire home/apt",8,1,3,3,NA,138,165,1,42,17,93,10,9,9,9,9,9,"strict_14_with_grace_period",1.61,0,0,"t"
"7188",24351719,87585422,2016-08-02,100,100,"f",3,3,"f","Manhattan",40.72081,-73.98461,"t","Entire home/apt",5,2,2,2,NA,975,95,6,14,6,100,10,10,10,10,10,10,"moderate",0.59,1,0,"t"
"7189",24352862,183751102,2018-04-11,NA,55,"f",1,1,"f","Brooklyn",40.67102,-73.96172,"t","Entire home/apt",5,1,2,2,NA,130,75,4,14,6,84,9,8,9,9,10,9,"strict_14_with_grace_period",0.55,0,0,"t"
"7190",24352967,182989977,2018-04-07,0,98,"f",3,3,"f","Brooklyn",40.65435,-73.93785,"t","Private room",1,1,1,1,NA,59,40,1,5,2,92,9,9,9,9,8,8,"strict_14_with_grace_period",0.24,1,0,"t"
"7191",24359329,56202220,2016-01-26,NA,50,"f",1,1,"f","Brooklyn",40.71196,-73.95424,"t","Private room",1,1,1,1,NA,80,50,3,1,1,NA,NA,NA,NA,NA,NA,NA,"flexible",0.08,0,0,"t"
"7192",24366897,183886601,2018-04-12,100,89,"f",2,2,"f","Manhattan",40.86882,-73.92374,"t","Entire home/apt",4,1,1,1,NA,120,100,30,4,1,100,10,10,10,10,9,10,"strict_14_with_grace_period",0.16,0,0,"t"
"7193",24377526,917666,2011-08-03,NA,NA,"f",1,1,"t","Manhattan",40.72412,-73.98295,"t","Entire home/apt",1,1,0,0,NA,87,60,7,3,0,NA,NA,NA,NA,NA,NA,NA,"moderate",0.15,0,0,"t"
"7194",24378358,183989835,2018-04-12,0,98,"t",1,1,"t","Manhattan",40.76419,-73.97455,"t","Entire home/apt",4,1,2,2,NA,299,200,3,44,22,97,9,10,10,10,10,9,"strict_14_with_grace_period",1.77,6,0,"t"
"7195",24378513,714531,2011-06-18,NA,100,"f",2,2,"t","Brooklyn",40.65618,-73.95664,"t","Private room",2,1,1,1,NA,82,40,4,35,11,99,10,10,10,10,9,10,"moderate",1.37,0,0,"t"
"7196",24378806,27923193,2015-02-17,NA,0,"f",1,1,"t","Brooklyn",40.67085,-73.92316,"t","Private room",2,1,1,1,NA,47,8,1,9,0,91,9,8,10,10,9,9,"strict_14_with_grace_period",0.35,0,0,"t"
"7197",24387440,184065290,2018-04-13,NA,NA,"f",1,1,"f","Manhattan",40.75418,-73.9664,"t","Entire home/apt",4,1,0,2,NA,180,150,30,16,0,91,10,9,9,9,10,9,"flexible",0.61,0,0,"t"
"7198",24397657,30927892,2015-04-09,100,100,"t",1,1,"f","Brooklyn",40.68865,-73.9081,"t","Entire home/apt",4,1,2,2,NA,145,75,4,56,18,99,10,10,10,10,9,10,"moderate",2.2,5,0,"t"
"7199",24402527,184204269,2018-04-14,100,63,"f",0,0,"f","Brooklyn",40.63718,-73.94061,"t","Entire home/apt",4,1,1,2,NA,69,75,2,55,19,92,9,10,9,9,9,9,"strict_14_with_grace_period",2.13,1,0,"t"
"7200",24408535,408485,2011-02-24,50,46,"f",1,1,"t","Manhattan",40.72709,-73.99074,"t","Entire home/apt",3,1.5,1,1,NA,695,NA,5,7,7,97,9,10,9,10,10,9,"strict_14_with_grace_period",0.59,1,0,"t"
"7201",24408644,184264303,2018-04-14,100,78,"t",1,1,"f","Brooklyn",40.6248,-73.93443,"t","Entire home/apt",4,1,2,3,NA,200,35,1,43,19,99,10,10,10,10,10,10,"moderate",1.71,1,0,"t"
"7202",24420139,165898555,2018-01-04,NA,NA,"f",3,3,"f","Manhattan",40.75972,-73.96021,"t","Entire home/apt",1,1,1,1,NA,275,600,30,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible",0.04,0,0,"t"
"7203",24421357,10534760,2013-12-09,100,100,"f",3,3,"f","Bronx",40.83139,-73.90166,"t","Private room",1,1,1,1,NA,23,30,2,36,21,94,9,10,10,10,9,10,"strict_14_with_grace_period",1.4,4,0,"t"
"7204",24424607,409965,2011-02-25,100,46,"f",2,2,"t","Manhattan",40.77829,-73.97794,"t","Private room",2,1,1,1,NA,250,100,6,11,1,96,10,9,10,10,10,10,"moderate",0.43,0,0,"t"
"7205",24428060,120371644,2017-03-12,86,100,"t",2,2,"f","Brooklyn",40.59143,-73.95548,"t","Private room",3,1,1,2,NA,65,50,2,74,25,96,10,10,10,10,9,10,"flexible",2.87,3,0,"t"
"7206",24428782,184467900,2018-04-15,NA,100,"t",1,1,"f","Brooklyn",40.73276,-73.95304,"t","Private room",1,1,1,1,NA,60,35,3,64,28,99,10,9,10,10,10,10,"strict_14_with_grace_period",2.56,5,0,"t"
"7207",24428965,22460686,2014-10-12,100,91,"t",1,1,"f","Manhattan",40.81716,-73.94279,"t","Entire home/apt",4,1,1,2,NA,165,100,3,60,27,99,10,10,10,10,10,10,"flexible",2.34,3,0,"t"
"7208",24430667,111938058,2017-01-17,NA,100,"f",1,1,"f","Brooklyn",40.65926,-73.96252,"t","Private room",2,1,1,1,NA,100,35,4,18,6,92,10,9,10,10,9,9,"flexible",0.7,1,0,"t"
"7209",24430682,179026754,2018-03-17,NA,95,"t",3,3,"f","Brooklyn",40.7118,-73.96344,"t","Private room",2,1,1,2,NA,89,120,2,34,14,95,10,10,10,10,10,9,"strict_14_with_grace_period",1.5,0,0,"t"
"7210",24432539,43825074,2015-09-10,100,94,"f",6,6,"t","Brooklyn",40.68599,-73.87734,"t","Private room",2,2,1,1,NA,40,25,28,10,5,100,10,9,10,10,10,10,"strict_14_with_grace_period",0.4,2,0,"t"
"7211",24438437,53781263,2016-01-08,NA,67,"t",2,2,"f","Queens",40.70197,-73.90377,"t","Private room",1,1,1,1,NA,60,15,1,7,0,100,10,10,10,10,10,10,"flexible",0.27,0,0,"t"
"7212",24438564,53781263,2016-01-08,NA,67,"t",2,2,"f","Queens",40.70142,-73.90515,"t","Entire home/apt",2,1,1,1,NA,90,20,1,25,7,94,9,10,10,10,9,9,"strict_14_with_grace_period",1.02,3,0,"t"
"7213",24441860,22541573,2014-10-14,62,81,"f",146,146,"f","Manhattan",40.73399,-73.99002,"t","Entire home/apt",3,1,1,2,NA,245,NA,30,1,0,100,10,10,10,10,10,6,"moderate",0.05,0,0,"t"
"7214",24441912,9949215,2013-11-11,100,100,"t",1,1,"f","Manhattan",40.81738,-73.94317,"t","Entire home/apt",4,1,1,2,NA,175,85,30,56,22,100,10,10,10,10,10,10,"flexible",2.17,1,0,"t"
"7215",24445770,89031106,2016-08-10,100,91,"f",4,4,"f","Brooklyn",40.72198,-73.94911,"t","Entire home/apt",5,1,2,3,NA,210,150,30,2,0,100,10,10,10,10,10,10,"flexible",0.08,0,0,"t"
"7216",24449621,184653310,2018-04-16,NA,63,"t",1,1,"f","Manhattan",40.75775,-73.97956,"t","Entire home/apt",3,1,1,1,NA,300,NA,7,19,6,98,10,10,10,10,10,9,"flexible",0.75,0,0,"t"
"7217",24460450,112843970,2017-01-23,60,92,"t",5,5,"f","Brooklyn",40.67765,-73.89327,"t","Entire home/apt",4,1,1,4,NA,125,40,1,70,22,95,10,10,10,10,9,10,"moderate",2.74,6,0,"t"
"7218",24467654,21965282,2014-09-30,100,60,"t",9,9,"t","Brooklyn",40.63323,-74.03067,"t","Private room",6,1,1,6,NA,160,35,2,10,3,98,10,10,10,10,10,10,"strict_14_with_grace_period",0.39,1,0,"t"
"7219",24468390,21965282,2014-09-30,100,60,"t",9,9,"t","Brooklyn",40.63202,-74.03069,"t","Private room",3,1,1,2,NA,69,25,2,6,2,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.27,0,0,"t"
"7220",24472398,96810536,2016-09-26,20,81,"f",3,3,"f","Brooklyn",40.66623,-73.99267,"t","Private room",2,1,1,1,NA,60,25,2,74,26,89,9,8,9,9,9,9,"moderate",2.84,7,0,"t"
"7221",24473230,184853043,2018-04-17,100,96,"t",2,2,"f","Brooklyn",40.64655,-73.97252,"t","Entire home/apt",5,1,3,3,NA,250,100,2,45,17,100,10,10,10,10,10,10,"strict_14_with_grace_period",2.05,0,0,"t"
"7222",24473713,163362268,2017-12-19,75,98,"f",16,16,"f","Manhattan",40.73521,-73.98429,"t","Private room",1,4,1,1,NA,72,0,30,2,1,60,4,6,8,6,10,6,"moderate",0.13,0,0,"t"
"7223",24475665,3034786,2012-07-23,50,94,"f",0,0,"t","Brooklyn",40.69699,-73.9725,"t","Entire home/apt",2,1,1,4,NA,150,100,3,12,12,93,10,9,9,10,9,9,"strict_14_with_grace_period",1.32,1,0,"t"
"7224",24477757,169382341,2018-01-22,100,79,"f",2,2,"f","Manhattan",40.722,-73.98396,"t","Private room",1,1,1,1,NA,69,70,5,16,7,96,10,9,10,10,10,9,"strict_14_with_grace_period",0.66,0,0,"t"
"7225",24480789,184928600,2018-04-18,NA,NA,"f",1,1,"f","Queens",40.7696,-73.80075,"t","Private room",3,1,1,2,NA,50,25,1,26,0,88,9,9,10,9,9,9,"strict_14_with_grace_period",1,0,0,"t"
